商品名称,商品价格,评论数,店铺名,其它信息
OPPO K3 高通骁龙710 升降摄像头 VOOC闪充 全面屏拍照游戏智能手机 秘境黑 8G+128G,1799.00,,东呵东手机专营店,无
拍拍
【二手9成新】vivo Y67智能手机 玫瑰金 4GB+32GB 全网通,443.00,,真不同二手商品专营店,无
OPPO A9 新品手机【3期免息+赠蓝牙音箱+碎屏险】128G内存水滴全面屏渐变全网通双卡双待 A9 萤石紫 4G+128G 官网标配,1399.00,,OPPO盈毅手机专卖店,无
拍拍
【二手9成新】【现货秒发】vivo Y83 面部识别 刘海屏 安卓手机 4G+64G 三网4G 黑色 4+64,595.00,,悦粤二手商品专营店,无
【立减200元！】OPPO Reno Ace手机 超级玩家骁龙855Plus 65W超级闪充 星际蓝（8G+128G）全网通 官方标配,3199.00,,OPPO墨白专卖店,无
拍拍
【二手9成新】Apple iPhone 7 苹果7 二手手机 黑色 32G 全网通,1086.00,,海之博优品二手商品专营店,无
拍拍
【二手9成新】Apple iPhone7 plus 苹果7plus全网通手机 磨砂黑 32G 全网通,1668.00,,经典二手商品专营店,无
【厂家供货】华为（HUAWEI） P20 Pro 全面屏手机 亮黑色 全网通6G+128G,2448.00,,冰之凯盛手机专营店,无
纽曼（Newman） C18 黑色 电信三防老人手机超长待机老年手机,139.00,,纽曼京东自营官方旗舰店,无
【立减200元】OPPO Reno Ace手机 骁龙855Plus电竞游戏屏 opporenoace 星际蓝 全网通 8G+128G,3199.00,,OPPO手机乐良专卖店,无
拍拍
【二手9成新】vivo Y67智能手机 4GB+32GB 全网通 粉红色,430.00,,信谊二手商品专营店,无
拍拍
【二手9成新】vivo X9 Plus 安卓手机 金色 6GB+64GB 全网通,779.00,,真不同二手商品专营店,无
拍拍
【二手9成新】Apple iPhone 6s Plus苹果6S Plus 手机 玫瑰金色 64G 全网通,1199.00,,信谊二手商品专营店,无
华为（HUAWEI）荣耀8X Max 全网通4G 7.12英寸全面屏智能手机 5000毫安大电池 魅海蓝 骁龙660版本全网通（6G+128G）,1399.00,,众盛手机专营店,无
Apple 苹果iphone xr(A2108) 手机 黑色 全网通64G,4399.00,,疆界互联旗舰店,无
直板大屏老人手机老年机 大字大声手机长待机学生机备用功能性手机 黑色 （升级版）移动联通,69.00,,八方易通通信专营店,无
拍拍
【二手9成新】华为手机 HUAWEI 畅享6 智能拍照手机 5英寸屏 备用机 二手 白色 3+16G 全网通,313.00,,腾龙二手商品专营店,无
拍拍
【二手9成新】vivo Y55 移动联通电信4G 手机 金色 2GB+16GB 全网通,309.00,,真不同二手商品专营店,无
纽曼（Newman） V98 全网通老人手机 移动联通电信 三防老年机电霸超长待机 橙色【全网通版三卡三待】,269.00,,金诚手机专营店,无
拍拍
【二手9成新】华为（HUAWEI）nova2全网通 安卓手机4G+64G 曜石黑 4G+64G 全网通,659.00,,扬帆二手商品专营店,无
华为nova5ipro /nova5i pro手机（京东白条分期免息 已直降200元）送多重好礼 幻夜黑 全网通（8G+128G）,2299.00,,久汇通官方旗舰店,无
拍拍
【二手95新】OPPO Find X 手机 曲面全景屏 4G全网通 波尔多红 8G+128G,2128.00,,丰泽优品二手商品专营店,无
华为畅享10 手机 天空之境 （白条分期免息）全网通（4+64G）,1199.00,,聚捷联盛手机旗舰店,无
飞利浦（PHILIPS）E186A 皇家蓝 直板按键 移动联通2G 老人手机 双卡双待 老年功能机,159.00,2.3万+条评价,飞利浦手机京东自营旗舰店,无
拍拍
【二手95新】（SAMSUNG） 三星（SM-W2018）三星W2018二手手机 至尊雅金+原线+无线充 6GB+64GB,4799.00,300+条评价,智达二手手机专营店,无
华为nova5pro 手机【白条6期免息0首付】加送碎屏险等15重好礼 亮黑色 8+128G 全网通,2699.00,2900+条评价,京铠玄手机旗舰店,无
拍拍
【二手9成新】Apple iPhone 8 Plus 苹果8p 国行全网通手机 银色 64G 全网通,2699.00,1500+条评价,闪回二手商品专营店,无
创星8s 全网通4g 双卡双待 迷你小智能机 超薄 学生儿童卡片手机 wifi热点袖珍超小小屏 黑色全网通1+16G,358.00,700+条评价,鸣逸手机通讯专营店,无
小米红米7A智能老人手机【6重好礼】 磨砂黑 3G+32G全网通,552.00,900+条评价,新松联手机旗舰店,无
拍拍
【二手9成新】三星 Galaxy S9 （SM-G9600/DS）全视曲面屏双卡全网通智能二手 迷夜黑 4+128G（全网通）赠送原装充电器套装,2218.00,400+条评价,文海二手商品专营店,无
小米8 游戏手机 全面屏 白色 全网通(6G+128G),1799.00,4200+条评价,鹏瑶旗舰店,无
【现货速发-国行正品】苹果 iPhone 11 Pro 全网通手机 金色 64GB（+Airpods套装版）,9188.00,2000+条评价,中国移动手机官方旗舰店,无
拍拍
【二手9成新】魅族（MEIZU）PRO7 双卡双待全网通4G手机 静谧黑 4G+64G 全网通,659.00,500+条评价,愉快二手手机专营店,无
【现货当天发】小米9 Pro 5G版 手机 梦之白 8GB+256GB,3719.00,200+条评价,聚捷联盛手机旗舰店,无
拍拍
【二手95新】Huawei/华为P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹 天空之境 8G+128G,2888.00,100+条评价,马上优品二手商品专营店,无
拍拍
【二手9成新】Apple iPhone 6S 二手手机 苹果6S 国行 玫瑰金 64G 全网通,928.00,300+条评价,尤博二手商品专营店,无
拍拍
【二手9成新】Apple iPhone7 苹果7 智能二手手机 4.7英寸 磨砂黑（送一年碎屏险） 128G 全网通,1385.00,700+条评价,海星优品二手手机专营店,无
拍拍
【二手9成新】小米（MI）红米5plus 全面屏 移动联通电信4G手机 全网通 红米5plus黑色4G+64G 9成新,579.00,400+条评价,辰帆优品二手手机专营店,无
拍拍
【二手9成新】Apple iPhone 6s 苹果 6s 二手手机 玫瑰金色 64G 全网通,955.00,7100+条评价,泰业优品二手手机专营店,无
拍拍
【二手9成新】华为mate10 二手安卓手机 双卡双待 亮黑色 6G+128G 全网通,1266.00,100+条评价,发动机优品二手手机专营店,无
【咨询更优惠】华为荣耀20手机 蓝水翡翠 8G+256G(全网通),2299.80,3500+条评价,疆界互联旗舰店,无
vivo iQOO Neo855手机【至高立减100】全网通4G超广角AI三摄骁龙855 电光紫 8GB 128GB,2498.00,100+条评价,vivo兰珊专卖店,无
荣耀20青春 保价20天加碎屏险 华为手机 幻夜黑 8+128G 全网通+碎屏险,1899.00,300+条评价,京铠玄手机旗舰店,无
拍拍
【二手9成新】苹果6sPlus手机 Apple iPhone6s Plus 5.5英寸 玫瑰金粉色 64G 全网通,1198.00,3500+条评价,翱行二手商品专营店,无
拍拍
【二手95新】vivo X23 手机 水滴屏全面屏 游戏 智能加速 全网通4G 双卡双待 星夜海洋 (6GB) 128G,1349.00,1600+条评价,闲至优品二手手机旗舰店,无
华为nova4e 手机 【碎屏险】 幻夜黑 全网通(6G+128G),1288.00,1000+条评价,鹏瑶旗舰店,无
华为（HUAWEI）荣耀Play3 全网通版移动联通电信4G 双卡双待 全面屏智能手机 幻夜黑 (4G RAM+128G ROM),1299.00,100+条评价,众盛手机专营店,无
拍拍
【二手95新】苹果XR手机 Apple iPhone X XR 6.1英寸 黑色 128G 全网通,3899.00,1.3万+条评价,翱行二手商品专营店,无
华为（HUAWEI） 华为畅享9 手机 极光蓝 全网通(4G+128G),1058.00,5900+条评价,掌视界数码旗舰店,无
拍拍
【二手95新】Apple iPhone 7 Plus手机 苹果7p二手 苹果手机 亮黑色 128G 全网通4G,2019.00,1700+条评价,同城帮二手商品专营店,无
拍拍
【二手95新】 Apple iPhone 8 苹果8国行手机 A1863 金色 256G 全网通,2698.00,300+条评价,发动机优品二手手机专营店,无
拍拍
【二手95新】Apple iPhone XR 苹果xr 双卡双待 国行 自营 原装 二手手机 公开版 黑色 128G全网通,4049.00,100+条评价,拍拍二手自营旗舰店,无
拍拍
【二手9成新】荣耀10 手机 全网通4G 双卡双待 幻夜黑 6GB+128GB,1188.00,200+条评价,鑫都二手手机专营店,无
Apple 苹果 iPhone 11 Pro 移动联通电信4G手机 双卡双待 金色 64GB,7998.00,100+条评价,茄子手机旗舰店,无
魅族16sPro手机 暮光森林 全网通8G+128G,2999.00,800+条评价,佳沪手机旗舰店,无
拍拍
【二手9成新】OPPO A37 安卓手机 金色 2GB+16GB 全网通,279.00,3300+条评价,真不同二手商品专营店,无
拍拍
【二手9成新】Apple iPhone4s 苹果4s 智能二手手机 黑色 16G 联通3G 移动2G,238.00,100+条评价,福汇优品二手手机专营店,无
小米红米Redmi Note8pro手机6400万四摄小金刚 18w快充 冰翡翠 6G+128G全网通,1498.00,800+条评价,新松联手机旗舰店,无
华为nova5Pro手机 琦境森林 全网通8GB+128GB,2699.00,1300+条评价,京联通达旗舰店,无
【百亿补贴】苹果 iPhone 11 Pro Max 全网通手机 （+Airpods套装版） 暗夜绿 64GB（+Airpods套装版）,10855.00,200+条评价,疆界互联旗舰店,无
苹果Apple iPhone 11 Pro Max 手机 暗夜绿色 64G,9058.00,1000+条评价,久汇通官方旗舰店,无
拍拍
【二手9成新】锤子 坚果R1 二手安卓手机 黑色 8GB+128GB,1788.00,20+条评价,盛世二手手机专营店,无
三星S8 手机 Galaxy S8（SM-G9500）全视曲面屏手机 谜夜黑 4G+64G 全网通,2598.00,300+条评价,明日数码旗舰店,无
拍拍
【二手95新】vivo X23 双卡双待 安卓手机 幻彩版北极晨曦 全网通(6G RAM+128G ROM),1319.00,200+条评价,天天优品二手商品专营店,无
【3期免息】OPPO A5 超视野全面屏拍照手机 全屏双摄 超长续航 智能全网通手机 3G+64G 幻镜蓝,899.00,1万+条评价,OPPO官方直营旗舰店,无
索爱Z8电信翻盖老人手机老年手机大屏幕功能机超长待机 玫瑰金,289.00,2.6万+条评价,索爱手机旗舰店,无
拍拍
【二手9成新】Apple iPhone6 Plus 苹果6Plus 二手手机 金色 64G 全网通,1036.00,1800+条评价,瓜子二手商品专营店,无
拍拍
【二手9成新】小米（MI） 红米4A 安卓手机 黑色 2G+16G 全网通,317.00,300+条评价,扬帆二手商品专营店,无
Apple iPhone 11 Pro 苹果11 Pro 手机 金色 全网通256G,9688.00,700+条评价,炜东电商旗舰店,无
拍拍
【二手95新】Apple iPhone 6s Plus 苹果6sp二手 苹果手机 玫瑰金色 64GB 全网通4G,1299.00,300+条评价,同城帮二手商品专营店,无
拍拍
【二手95新】一加7 OnePlus 7 Pro 全面屏超广角拍照游戏手机 骁龙855二手 曜岩灰 (一加 7Pro) 8GB+256GB 全网通『赠全新原装充电器』,3288.00,40+条评价,泰业优品二手手机专营店,无
华为荣耀畅玩8 智能老人手机 大字体大音量大电量（7天价保） 幻夜黑 全网通（2G+32G）,529.00,300+条评价,掌视界数码旗舰店,无
8848 钛金手机 M4尊享版 智能商务加密手机 双卡双待 全网通4G 6G+128G 黑色,5999.00,500+条评价,8848手机官方旗舰店,无
realme X2手机 银翼白 8G+128G 全网通,1799.00,300+条评价,疆界互联旗舰店,无
华为畅享10plus 手机超高清全视屏前置悬浮式镜头4800万超广角AI三摄+咨询有礼 天空之境 全网通4G(6GB+128GB),1799.00,1400+条评价,优品美手机专营店,无
拍拍
【二手9成新】三星（SAMSUNG） Galaxy Note8（N9500）商务全面屏二手安卓 旷野灰 6GB+64GB,1799.00,1200+条评价,发动机优品二手手机专营店,无
【超级爆款】华为畅享10 Plus 手机 天空之境 6GB+128GB,1549.00,400+条评价,佳沪手机旗舰店,无
拍拍
【二手95新】Huawei/华为P30 Pro 手机 超感光徕卡四摄10倍混合变焦 屏内指纹 天空之境 8GB+128GB,3699.00,200+条评价,闲至优品二手手机旗舰店,无
华为mate30 手机【赠无线充/原封正品/咨询立减】 星河银 （8G+128G）赠京豆,4299.00,500+条评价,京联通达旗舰店,无
拍拍
【二手9新】三星 W2016 二手手机 翻盖双屏手机 电信4G 至尊银 W2016+ 64G电信4G,1328.00,100+条评价,智达二手手机专营店,无
诺亚信 C3310电信老年手机4g 老人机移动直板按键 学生非智能机 卡片机超薄 功能机备用 戒网机 深蓝色-电信版,149.00,4500+条评价,鸣逸手机通讯专营店,无
小米（MI） 小米8SE 全面屏手机 灰色 6G+128G 全网通,1378.00,300+条评价,谷高数码手机专营店,无
华为麦芒8手机（30天价保+白条分期免息0首付+7重好礼+1年碎屏险+9重保障） 宝石蓝 全网通6G+128G,1599.00,700+条评价,同达丰手机旗舰店,无
拍拍
【二手95新】iPhoneX苹果x二手苹果手机 黑色 64G 全网通,3388.00,100+条评价,毕城优品二手商品专营店,无
拍拍
【二手9成新】华为（HUAWEI）Nova青春版 学生机 备用机 全网通4G手机 二手 蓝色 4+64G全网通,587.00,600+条评价,好机汇二手商品专营店,无
天语（K-TOUCH）T2 荣耀金 移动联通2G 老人手机 直板按键 双卡双待 老年手机,99.00,1700+条评价,天语手机京东自营官方旗舰店,无
拍拍
【二手9成新】华为 畅享 7s 手机 安卓全网通4G 双卡双待 金色 4GB+64GB,599.00,100+条评价,鑫都二手手机专营店,无
拍拍
【二手99新】Apple iPhonex XS max苹果x xsmax 国行 二手手机 双卡双待 XSmax 深空灰 256G 全网通,6099.00,400+条评价,鸿兴优品二手手机专营店,无
【优惠700】华为mate20 手机 双卡双待 极光色 6G+128G【立减200元】】,3399.00,3300+条评价,福气多多手机旗舰店,无
诺基亚（NOKIA） 216 DS 移动联通2G 双卡双待 老人老年手机儿童学生备用功能机 黑色,269.00,4100+条评价,众盛手机专营店,无
荣耀9XPro华为手机升降摄像头麒麟810货到付款 幻影黑 8GB+256GB全网通,2199.00,300+条评价,聚捷联盛手机旗舰店,无
小米 Redmi 红米Note8 Pro 手机 冰翡翠 全网通8GB+128GB,1638.00,400+条评价,同达丰手机旗舰店,无
拍拍
【二手95新】Apple iPhone 8 苹果8 国行 自营 原装 二手手机 公开版 深空灰 64G全网通,2518.00,60+条评价,拍拍二手自营旗舰店,无
拍拍
【二手9成新】小米（MI）小米9 透明尊享版 游戏手机 透明 全网通8G+256G,2399.00,50+条评价,闪回二手商品专营店,无
拍拍
【二手9成新】OPPO R11手机 安卓智能手机 粉红色 4GB+64GB 全网通,699.00,2200+条评价,真不同二手商品专营店,无
拍拍
【二手9成新】iPhone SE 苹果SE 4英寸智能二手手机 金色 64G 全网通,938.00,300+条评价,福汇优品二手手机专营店,无
拍拍
【二手9成新】Apple iPhone X 苹果X 二手手机 全网通 深空灰 256G,3656.00,1600+条评价,扬帆二手商品专营店,无
拍拍
【二手9成新】Apple iPhone X 苹果X 二手手机 银色 全网通 64GB,3129.00,700+条评价,爱悠品二手商品专营店,无
索爱 Z6 移动/联通老人手机 翻盖老年手机双屏双卡双待 铁灰色,229.00,5.3万+条评价,索爱手机专卖店,无
华为（HUAWEI） 荣耀magic2 全面屏手机 渐变蓝 全网通(8G+128G),2058.00,1700+条评价,掌视界数码旗舰店,无
纽曼（Newman）V98 全网通老人手机 移动联通电信 三防老年机 三卡三待军工电霸超长待机 黑色,269.00,900+条评价,鹏宇佳业手机专营店,无
华为荣耀畅玩8A 移动联通电信4G全网通智能老人手机 幻夜黑 （3G+32G）送壳膜+正品耳机,588.00,300+条评价,欧霖爵手机旗舰店,无
荣耀畅玩8华为手机 珍珠全面屏 双卡双待 智能老人学生手机 极光蓝 全网通(2G+32G),499.00,5900+条评价,明日数码旗舰店,无
拍拍
【二手95新】华为 HUAWEI P20 AI智慧徕卡双摄全面屏二手游戏手机 亮黑色 6G+64G 全网通,1399.00,400+条评价,发动机优品二手手机专营店,无
拍拍
【二手9成新】三星（SAMSUNG）w2016双屏翻盖商务手机 双卡双待 尊贵金,1190.00,400+条评价,珊瑚二手商品专营店,无
拍拍
【二手9成新】小米（MI） 小米8 二手手机 骁龙845 全面屏游戏手机 小米9 黑色 6+128G全网通,1288.00,200+条评价,机窝窝二手商品专营店,无
拍拍
【二手9成新】Apple iPhone6s Plus 苹果6s plus 5.5英寸智能二手手机 玫瑰金（送一年碎屏险） 64G 全网通,1258.00,500+条评价,福汇优品二手手机专营店,无
荣耀20s华为手机全网通 蝶羽黑 尊享版8G+128G【6期免息+115耳机】,1918.00,200+条评价,聚捷联盛手机旗舰店,无
华为荣耀9xpro手机 幻影紫 8G+256G(全网通)赠荣耀AM115原装耳机,2059.00,800+条评价,疆界互联旗舰店,无
【套装】vivo U3x 5000mAh大电池 18W双引擎闪充超广角AI三摄 4G全网通手机 赤茶红 4GB 64GB,999.00,100+条评价,vivo官方旗舰店,无
华为HUAWEI nova5z 全网通4G 【下单立减100/现货速发/百元豪礼】4800万AI四摄 幻夜黑 6G RAM+64G ROM,1499.00,100+条评价,华信通手机专营店,无
